Id,Nome,Email,Telefone,Cidade,Estado,DataCadastro,Status
285,Cliente 285,cliente285@email.com,(11) 90285-7230,São Paulo,SP,2024-08-02,Ativo
286,Cliente 286,cliente286@email.com,(11) 90286-5445,São Paulo,SP,2024-11-14,Ativo
287,Cliente 287,cliente287@email.com,(11) 90287-7929,São Paulo,SP,2024-11-06,Ativo
288,Cliente 288,cliente288@email.com,(11) 90288-5725,São Paulo,SP,2024-07-14,Ativo
289,Cliente 289,cliente289@email.com,(11) 90289-8857,São Paulo,SP,2024-02-05,Ativo
290,Cliente 290,cliente290@email.com,(11) 90290-6779,São Paulo,SP,2024-04-22,Ativo
291,Cliente 291,cliente291@email.com,(11) 90291-5721,São Paulo,SP,2024-08-20,Ativo
292,Cliente 292,cliente292@email.com,(11) 90292-7206,São Paulo,SP,2024-11-27,Ativo
293,Cliente 293,cliente293@email.com,(11) 90293-2678,São Paulo,SP,2024-10-09,Ativo
294,Cliente 294,cliente294@email.com,(11) 90294-3796,São Paulo,SP,2024-01-16,Ativo
295,Cliente 295,cliente295@email.com,(11) 90295-5289,São Paulo,SP,2024-05-21,Ativo
296,Cliente 296,cliente296@email.com,(11) 90296-1090,São Paulo,SP,2024-09-21,Ativo
297,Cliente 297,cliente297@email.com,(11) 90297-7385,São Paulo,SP,2024-03-11,Ativo
298,Cliente 298,cliente298@email.com,(11) 90298-2343,São Paulo,SP,2024-09-07,Ativo
299,Cliente 299,cliente299@email.com,(11) 90299-9039,São Paulo,SP,2024-05-27,Ativo
300,Cliente 300,cliente300@email.com,(11) 90300-9869,São Paulo,SP,2024-04-12,Ativo
301,Cliente 301,cliente301@email.com,(11) 90301-2002,São Paulo,SP,2024-11-18,Ativo
302,Cliente 302,cliente302@email.com,(11) 90302-4427,São Paulo,SP,2024-01-22,Ativo
303,Cliente 303,cliente303@email.com,(11) 90303-9814,São Paulo,SP,2024-10-21,Ativo
304,Cliente 304,cliente304@email.com,(11) 90304-2642,São Paulo,SP,2024-03-11,Ativo
305,Cliente 305,cliente305@email.com,(11) 90305-6645,São Paulo,SP,2024-06-14,Ativo
306,Cliente 306,cliente306@email.com,(11) 90306-4360,São Paulo,SP,2024-01-03,Ativo
307,Cliente 307,cliente307@email.com,(11) 90307-6365,São Paulo,SP,2024-08-14,Ativo
308,Cliente 308,cliente308@email.com,(11) 90308-7326,São Paulo,SP,2024-01-22,Ativo
309,Cliente 309,cliente309@email.com,(11) 90309-8752,São Paulo,SP,2024-05-21,Ativo
310,Cliente 310,cliente310@email.com,(11) 90310-7920,São Paulo,SP,2024-10-08,Ativo
311,Cliente 311,cliente311@email.com,(11) 90311-2627,São Paulo,SP,2024-02-27,Ativo
312,Cliente 312,cliente312@email.com,(11) 90312-6583,São Paulo,SP,2024-09-03,Ativo
313,Cliente 313,cliente313@email.com,(11) 90313-1964,São Paulo,SP,2024-08-17,Ativo
314,Cliente 314,cliente314@email.com,(11) 90314-2865,São Paulo,SP,2024-02-03,Ativo
315,Cliente 315,cliente315@email.com,(11) 90315-4905,São Paulo,SP,2024-02-13,Ativo
316,Cliente 316,cliente316@email.com,(11) 90316-8124,São Paulo,SP,2024-09-24,Ativo
317,Cliente 317,cliente317@email.com,(11) 90317-7569,São Paulo,SP,2024-08-23,Ativo
318,Cliente 318,cliente318@email.com,(11) 90318-8734,São Paulo,SP,2024-01-25,Ativo
319,Cliente 319,cliente319@email.com,(11) 90319-9830,São Paulo,SP,2024-09-08,Ativo
320,Cliente 320,cliente320@email.com,(11) 90320-5305,São Paulo,SP,2024-10-22,Ativo
321,Cliente 321,cliente321@email.com,(11) 90321-9863,São Paulo,SP,2024-03-12,Ativo
322,Cliente 322,cliente322@email.com,(11) 90322-6335,São Paulo,SP,2024-06-09,Ativo
323,Cliente 323,cliente323@email.com,(11) 90323-8200,São Paulo,SP,2024-05-20,Ativo
324,Cliente 324,cliente324@email.com,(11) 90324-3034,São Paulo,SP,2024-08-27,Ativo
325,Cliente 325,cliente325@email.com,(11) 90325-9708,São Paulo,SP,2024-08-02,Ativo
326,Cliente 326,cliente326@email.com,(11) 90326-5697,São Paulo,SP,2024-06-12,Ativo
327,Cliente 327,cliente327@email.com,(11) 90327-4942,São Paulo,SP,2024-04-02,Ativo
328,Cliente 328,cliente328@email.com,(11) 90328-1634,São Paulo,SP,2024-10-13,Ativo
329,Cliente 329,cliente329@email.com,(11) 90329-2603,São Paulo,SP,2024-04-16,Ativo
330,Cliente 330,cliente330@email.com,(11) 90330-9355,São Paulo,SP,2024-01-21,Ativo
331,Cliente 331,cliente331@email.com,(11) 90331-3473,São Paulo,SP,2024-02-22,Ativo
332,Cliente 332,cliente332@email.com,(11) 90332-3820,São Paulo,SP,2024-08-03,Ativo
333,Cliente 333,cliente333@email.com,(11) 90333-2790,São Paulo,SP,2024-03-19,Ativo
334,Cliente 334,cliente334@email.com,(11) 90334-4015,São Paulo,SP,2024-07-25,Ativo
335,Cliente 335,cliente335@email.com,(11) 90335-1914,São Paulo,SP,2024-03-07,Ativo
336,Cliente 336,cliente336@email.com,(11) 90336-4639,São Paulo,SP,2024-04-22,Ativo
337,Cliente 337,cliente337@email.com,(11) 90337-9740,São Paulo,SP,2024-03-05,Ativo
338,Cliente 338,cliente338@email.com,(11) 90338-4675,São Paulo,SP,2024-04-02,Ativo
339,Cliente 339,cliente339@email.com,(11) 90339-8252,São Paulo,SP,2024-05-20,Ativo
340,Cliente 340,cliente340@email.com,(11) 90340-3588,São Paulo,SP,2024-11-27,Ativo
341,Cliente 341,cliente341@email.com,(11) 90341-8721,São Paulo,SP,2024-09-09,Ativo
342,Cliente 342,cliente342@email.com,(11) 90342-3406,São Paulo,SP,2024-07-10,Ativo
343,Cliente 343,cliente343@email.com,(11) 90343-2294,São Paulo,SP,2024-08-04,Ativo
344,Cliente 344,cliente344@email.com,(11) 90344-3328,São Paulo,SP,2024-03-01,Ativo
345,Cliente 345,cliente345@email.com,(11) 90345-8913,São Paulo,SP,2024-10-12,Ativo
346,Cliente 346,cliente346@email.com,(11) 90346-5898,São Paulo,SP,2024-04-12,Ativo
347,Cliente 347,cliente347@email.com,(11) 90347-8381,São Paulo,SP,2024-03-14,Ativo
348,Cliente 348,cliente348@email.com,(11) 90348-7877,São Paulo,SP,2024-02-05,Ativo
349,Cliente 349,cliente349@email.com,(11) 90349-2915,São Paulo,SP,2024-11-23,Ativo
350,Cliente 350,cliente350@email.com,(11) 90350-9183,São Paulo,SP,2024-09-23,Ativo
351,Cliente 351,cliente351@email.com,(11) 90351-4634,São Paulo,SP,2024-05-24,Ativo
352,Cliente 352,cliente352@email.com,(11) 90352-5578,São Paulo,SP,2024-01-13,Ativo
353,Cliente 353,cliente353@email.com,(11) 90353-4118,São Paulo,SP,2024-08-21,Ativo
354,Cliente 354,cliente354@email.com,(11) 90354-2383,São Paulo,SP,2024-04-14,Ativo
355,Cliente 355,cliente355@email.com,(11) 90355-2381,São Paulo,SP,2024-08-03,Ativo
356,Cliente 356,cliente356@email.com,(11) 90356-2502,São Paulo,SP,2024-03-26,Ativo
357,Cliente 357,cliente357@email.com,(11) 90357-3734,São Paulo,SP,2024-09-23,Ativo
358,Cliente 358,cliente358@email.com,(11) 90358-6191,São Paulo,SP,2024-01-26,Ativo
359,Cliente 359,cliente359@email.com,(11) 90359-6236,São Paulo,SP,2024-02-04,Ativo
360,Cliente 360,cliente360@email.com,(11) 90360-1970,São Paulo,SP,2024-02-24,Ativo
361,Cliente 361,cliente361@email.com,(11) 90361-2837,São Paulo,SP,2024-11-16,Ativo
362,Cliente 362,cliente362@email.com,(11) 90362-7248,São Paulo,SP,2024-05-14,Ativo
363,Cliente 363,cliente363@email.com,(11) 90363-9547,São Paulo,SP,2024-08-09,Ativo
364,Cliente 364,cliente364@email.com,(11) 90364-5528,São Paulo,SP,2024-09-12,Ativo
365,Cliente 365,cliente365@email.com,(11) 90365-3405,São Paulo,SP,2024-11-15,Ativo
366,Cliente 366,cliente366@email.com,(11) 90366-2319,São Paulo,SP,2024-07-27,Ativo
367,Cliente 367,cliente367@email.com,(11) 90367-6088,São Paulo,SP,2024-10-13,Ativo
368,Cliente 368,cliente368@email.com,(11) 90368-1630,São Paulo,SP,2024-06-11,Ativo
369,Cliente 369,cliente369@email.com,(11) 90369-5883,São Paulo,SP,2024-01-04,Ativo
370,Cliente 370,cliente370@email.com,(11) 90370-3326,São Paulo,SP,2024-08-11,Ativo
371,Cliente 371,cliente371@email.com,(11) 90371-7524,São Paulo,SP,2024-04-10,Ativo
372,Cliente 372,cliente372@email.com,(11) 90372-5061,São Paulo,SP,2024-11-24,Ativo
373,Cliente 373,cliente373@email.com,(11) 90373-8954,São Paulo,SP,2024-09-13,Ativo
374,Cliente 374,cliente374@email.com,(11) 90374-8866,São Paulo,SP,2024-11-11,Ativo
375,Cliente 375,cliente375@email.com,(11) 90375-8490,São Paulo,SP,2024-08-24,Ativo
376,Cliente 376,cliente376@email.com,(11) 90376-2275,São Paulo,SP,2024-08-15,Ativo
377,Cliente 377,cliente377@email.com,(11) 90377-8104,São Paulo,SP,2024-06-18,Ativo
378,Cliente 378,cliente378@email.com,(11) 90378-3741,São Paulo,SP,2024-11-23,Ativo
379,Cliente 379,cliente379@email.com,(11) 90379-5946,São Paulo,SP,2024-08-12,Ativo
380,Cliente 380,cliente380@email.com,(11) 90380-8697,São Paulo,SP,2024-08-24,Ativo
381,Cliente 381,cliente381@email.com,(11) 90381-8561,São Paulo,SP,2024-07-14,Ativo
382,Cliente 382,cliente382@email.com,(11) 90382-4289,São Paulo,SP,2024-11-16,Ativo
383,Cliente 383,cliente383@email.com,(11) 90383-6143,São Paulo,SP,2024-03-07,Ativo
384,Cliente 384,cliente384@email.com,(11) 90384-1949,São Paulo,SP,2024-08-24,Ativo
385,Cliente 385,cliente385@email.com,(11) 90385-5654,São Paulo,SP,2024-04-23,Ativo
386,Cliente 386,cliente386@email.com,(11) 90386-8201,São Paulo,SP,2024-08-27,Ativo
387,Cliente 387,cliente387@email.com,(11) 90387-3634,São Paulo,SP,2024-11-15,Ativo
388,Cliente 388,cliente388@email.com,(11) 90388-5616,São Paulo,SP,2024-01-22,Ativo
389,Cliente 389,cliente389@email.com,(11) 90389-7920,São Paulo,SP,2024-04-21,Ativo
390,Cliente 390,cliente390@email.com,(11) 90390-8457,São Paulo,SP,2024-07-03,Ativo
391,Cliente 391,cliente391@email.com,(11) 90391-7821,São Paulo,SP,2024-04-19,Ativo
392,Cliente 392,cliente392@email.com,(11) 90392-8948,São Paulo,SP,2024-06-20,Ativo
393,Cliente 393,cliente393@email.com,(11) 90393-3315,São Paulo,SP,2024-09-08,Ativo
394,Cliente 394,cliente394@email.com,(11) 90394-6674,São Paulo,SP,2024-03-04,Ativo
395,Cliente 395,cliente395@email.com,(11) 90395-2417,São Paulo,SP,2024-10-10,Ativo
396,Cliente 396,cliente396@email.com,(11) 90396-6328,São Paulo,SP,2024-10-05,Ativo
397,Cliente 397,cliente397@email.com,(11) 90397-6831,São Paulo,SP,2024-03-24,Ativo
398,Cliente 398,cliente398@email.com,(11) 90398-4112,São Paulo,SP,2024-07-18,Ativo
399,Cliente 399,cliente399@email.com,(11) 90399-8426,São Paulo,SP,2024-09-15,Ativo
400,Cliente 400,cliente400@email.com,(11) 90400-7971,São Paulo,SP,2024-09-16,Ativo
401,Cliente 401,cliente401@email.com,(11) 90401-7062,São Paulo,SP,2024-07-11,Ativo
402,Cliente 402,cliente402@email.com,(11) 90402-7822,São Paulo,SP,2024-03-22,Ativo
403,Cliente 403,cliente403@email.com,(11) 90403-1399,São Paulo,SP,2024-07-02,Ativo
404,Cliente 404,cliente404@email.com,(11) 90404-7151,São Paulo,SP,2024-10-05,Ativo
405,Cliente 405,cliente405@email.com,(11) 90405-3165,São Paulo,SP,2024-06-14,Ativo
406,Cliente 406,cliente406@email.com,(11) 90406-4633,São Paulo,SP,2024-09-23,Ativo
407,Cliente 407,cliente407@email.com,(11) 90407-8420,São Paulo,SP,2024-07-01,Ativo
408,Cliente 408,cliente408@email.com,(11) 90408-3363,São Paulo,SP,2024-09-22,Ativo
409,Cliente 409,cliente409@email.com,(11) 90409-2442,São Paulo,SP,2024-11-14,Ativo
410,Cliente 410,cliente410@email.com,(11) 90410-2559,São Paulo,SP,2024-05-04,Ativo
411,Cliente 411,cliente411@email.com,(11) 90411-7726,São Paulo,SP,2024-09-23,Ativo
412,Cliente 412,cliente412@email.com,(11) 90412-2343,São Paulo,SP,2024-09-05,Ativo
413,Cliente 413,cliente413@email.com,(11) 90413-2619,São Paulo,SP,2024-07-03,Ativo
414,Cliente 414,cliente414@email.com,(11) 90414-4916,São Paulo,SP,2024-06-13,Ativo
415,Cliente 415,cliente415@email.com,(11) 90415-6600,São Paulo,SP,2024-09-20,Ativo
416,Cliente 416,cliente416@email.com,(11) 90416-7441,São Paulo,SP,2024-06-06,Ativo
417,Cliente 417,cliente417@email.com,(11) 90417-2965,São Paulo,SP,2024-01-09,Ativo
418,Cliente 418,cliente418@email.com,(11) 90418-6903,São Paulo,SP,2024-03-26,Ativo
419,Cliente 419,cliente419@email.com,(11) 90419-3137,São Paulo,SP,2024-02-13,Ativo
420,Cliente 420,cliente420@email.com,(11) 90420-5765,São Paulo,SP,2024-03-03,Ativo
421,Cliente 421,cliente421@email.com,(11) 90421-3632,São Paulo,SP,2024-05-05,Ativo
422,Cliente 422,cliente422@email.com,(11) 90422-5592,São Paulo,SP,2024-07-23,Ativo
423,Cliente 423,cliente423@email.com,(11) 90423-2401,São Paulo,SP,2024-04-08,Ativo
424,Cliente 424,cliente424@email.com,(11) 90424-6829,São Paulo,SP,2024-10-03,Ativo
425,Cliente 425,cliente425@email.com,(11) 90425-7256,São Paulo,SP,2024-06-05,Ativo
426,Cliente 426,cliente426@email.com,(11) 90426-6363,São Paulo,SP,2024-04-20,Ativo
427,Cliente 427,cliente427@email.com,(11) 90427-6560,São Paulo,SP,2024-02-25,Ativo
428,Cliente 428,cliente428@email.com,(11) 90428-1792,São Paulo,SP,2024-04-07,Ativo
429,Cliente 429,cliente429@email.com,(11) 90429-3425,São Paulo,SP,2024-04-23,Ativo
430,Cliente 430,cliente430@email.com,(11) 90430-7420,São Paulo,SP,2024-03-26,Ativo
431,Cliente 431,cliente431@email.com,(11) 90431-4846,São Paulo,SP,2024-06-03,Ativo
432,Cliente 432,cliente432@email.com,(11) 90432-8120,São Paulo,SP,2024-02-23,Ativo
433,Cliente 433,cliente433@email.com,(11) 90433-6123,São Paulo,SP,2024-04-20,Ativo
434,Cliente 434,cliente434@email.com,(11) 90434-8669,São Paulo,SP,2024-04-21,Ativo
435,Cliente 435,cliente435@email.com,(11) 90435-6013,São Paulo,SP,2024-01-27,Ativo
436,Cliente 436,cliente436@email.com,(11) 90436-9757,São Paulo,SP,2024-11-24,Ativo
437,Cliente 437,cliente437@email.com,(11) 90437-9776,São Paulo,SP,2024-11-22,Ativo
438,Cliente 438,cliente438@email.com,(11) 90438-7875,São Paulo,SP,2024-10-24,Ativo
439,Cliente 439,cliente439@email.com,(11) 90439-5839,São Paulo,SP,2024-07-25,Ativo
440,Cliente 440,cliente440@email.com,(11) 90440-7962,São Paulo,SP,2024-06-02,Ativo
441,Cliente 441,cliente441@email.com,(11) 90441-8102,São Paulo,SP,2024-05-10,Ativo
442,Cliente 442,cliente442@email.com,(11) 90442-8815,São Paulo,SP,2024-08-06,Ativo
443,Cliente 443,cliente443@email.com,(11) 90443-1646,São Paulo,SP,2024-11-23,Ativo
444,Cliente 444,cliente444@email.com,(11) 90444-2970,São Paulo,SP,2024-01-22,Ativo
445,Cliente 445,cliente445@email.com,(11) 90445-1329,São Paulo,SP,2024-09-09,Ativo
446,Cliente 446,cliente446@email.com,(11) 90446-7048,São Paulo,SP,2024-08-02,Ativo
447,Cliente 447,cliente447@email.com,(11) 90447-6321,São Paulo,SP,2024-03-11,Ativo
448,Cliente 448,cliente448@email.com,(11) 90448-1995,São Paulo,SP,2024-06-07,Ativo
449,Cliente 449,cliente449@email.com,(11) 90449-4945,São Paulo,SP,2024-08-03,Ativo
450,Cliente 450,cliente450@email.com,(11) 90450-1136,São Paulo,SP,2024-10-09,Ativo
451,Cliente 451,cliente451@email.com,(11) 90451-2297,São Paulo,SP,2024-11-23,Ativo
452,Cliente 452,cliente452@email.com,(11) 90452-5282,São Paulo,SP,2024-04-12,Ativo
453,Cliente 453,cliente453@email.com,(11) 90453-6136,São Paulo,SP,2024-10-02,Ativo
454,Cliente 454,cliente454@email.com,(11) 90454-9587,São Paulo,SP,2024-09-05,Ativo
455,Cliente 455,cliente455@email.com,(11) 90455-7139,São Paulo,SP,2024-05-11,Ativo
456,Cliente 456,cliente456@email.com,(11) 90456-6463,São Paulo,SP,2024-03-20,Ativo
457,Cliente 457,cliente457@email.com,(11) 90457-6285,São Paulo,SP,2024-01-06,Ativo
458,Cliente 458,cliente458@email.com,(11) 90458-5215,São Paulo,SP,2024-03-08,Ativo
459,Cliente 459,cliente459@email.com,(11) 90459-9310,São Paulo,SP,2024-04-21,Ativo
460,Cliente 460,cliente460@email.com,(11) 90460-2011,São Paulo,SP,2024-03-17,Ativo
461,Cliente 461,cliente461@email.com,(11) 90461-4023,São Paulo,SP,2024-02-03,Ativo
462,Cliente 462,cliente462@email.com,(11) 90462-5823,São Paulo,SP,2024-04-22,Ativo
463,Cliente 463,cliente463@email.com,(11) 90463-8058,São Paulo,SP,2024-07-14,Ativo
464,Cliente 464,cliente464@email.com,(11) 90464-6303,São Paulo,SP,2024-06-10,Ativo
465,Cliente 465,cliente465@email.com,(11) 90465-1455,São Paulo,SP,2024-03-13,Ativo
466,Cliente 466,cliente466@email.com,(11) 90466-3134,São Paulo,SP,2024-04-05,Ativo
467,Cliente 467,cliente467@email.com,(11) 90467-2779,São Paulo,SP,2024-03-12,Ativo
468,Cliente 468,cliente468@email.com,(11) 90468-9093,São Paulo,SP,2024-11-09,Ativo
469,Cliente 469,cliente469@email.com,(11) 90469-4241,São Paulo,SP,2024-05-15,Ativo
470,Cliente 470,cliente470@email.com,(11) 90470-8507,São Paulo,SP,2024-04-02,Ativo
471,Cliente 471,cliente471@email.com,(11) 90471-9015,São Paulo,SP,2024-03-11,Ativo
472,Cliente 472,cliente472@email.com,(11) 90472-4889,São Paulo,SP,2024-05-16,Ativo
473,Cliente 473,cliente473@email.com,(11) 90473-1972,São Paulo,SP,2024-04-04,Ativo
474,Cliente 474,cliente474@email.com,(11) 90474-5297,São Paulo,SP,2024-11-02,Ativo
475,Cliente 475,cliente475@email.com,(11) 90475-2485,São Paulo,SP,2024-06-11,Ativo
476,Cliente 476,cliente476@email.com,(11) 90476-7718,São Paulo,SP,2024-05-05,Ativo
477,Cliente 477,cliente477@email.com,(11) 90477-5385,São Paulo,SP,2024-08-16,Ativo
478,Cliente 478,cliente478@email.com,(11) 90478-4358,São Paulo,SP,2024-03-04,Ativo
479,Cliente 479,cliente479@email.com,(11) 90479-6745,São Paulo,SP,2024-09-01,Ativo
480,Cliente 480,cliente480@email.com,(11) 90480-1276,São Paulo,SP,2024-08-04,Ativo
481,Cliente 481,cliente481@email.com,(11) 90481-1737,São Paulo,SP,2024-06-01,Ativo
482,Cliente 482,cliente482@email.com,(11) 90482-4121,São Paulo,SP,2024-10-23,Ativo
483,Cliente 483,cliente483@email.com,(11) 90483-4364,São Paulo,SP,2024-02-06,Ativo
484,Cliente 484,cliente484@email.com,(11) 90484-7825,São Paulo,SP,2024-06-20,Ativo
485,Cliente 485,cliente485@email.com,(11) 90485-7955,São Paulo,SP,2024-09-20,Ativo
486,Cliente 486,cliente486@email.com,(11) 90486-4195,São Paulo,SP,2024-03-26,Ativo
487,Cliente 487,cliente487@email.com,(11) 90487-5215,São Paulo,SP,2024-09-07,Ativo
488,Cliente 488,cliente488@email.com,(11) 90488-7306,São Paulo,SP,2024-01-15,Ativo
489,Cliente 489,cliente489@email.com,(11) 90489-7097,São Paulo,SP,2024-07-24,Ativo
490,Cliente 490,cliente490@email.com,(11) 90490-9415,São Paulo,SP,2024-07-05,Ativo
491,Cliente 491,cliente491@email.com,(11) 90491-2511,São Paulo,SP,2024-11-02,Ativo
492,Cliente 492,cliente492@email.com,(11) 90492-7701,São Paulo,SP,2024-08-01,Ativo
493,Cliente 493,cliente493@email.com,(11) 90493-7499,São Paulo,SP,2024-07-27,Ativo
494,Cliente 494,cliente494@email.com,(11) 90494-3361,São Paulo,SP,2024-02-11,Ativo
495,Cliente 495,cliente495@email.com,(11) 90495-5286,São Paulo,SP,2024-04-27,Ativo
496,Cliente 496,cliente496@email.com,(11) 90496-5711,São Paulo,SP,2024-08-03,Ativo
497,Cliente 497,cliente497@email.com,(11) 90497-5523,São Paulo,SP,2024-01-19,Ativo
498,Cliente 498,cliente498@email.com,(11) 90498-2685,São Paulo,SP,2024-09-09,Ativo
499,Cliente 499,cliente499@email.com,(11) 90499-6292,São Paulo,SP,2024-04-07,Ativo
500,Cliente 500,cliente500@email.com,(11) 90500-9040,São Paulo,SP,2024-05-02,Ativo
501,Cliente 501,cliente501@email.com,(11) 90501-6634,São Paulo,SP,2024-10-16,Ativo
502,Cliente 502,cliente502@email.com,(11) 90502-4033,São Paulo,SP,2024-06-17,Ativo
503,Cliente 503,cliente503@email.com,(11) 90503-7471,São Paulo,SP,2024-07-17,Ativo
504,Cliente 504,cliente504@email.com,(11) 90504-3495,São Paulo,SP,2024-05-26,Ativo
505,Cliente 505,cliente505@email.com,(11) 90505-9875,São Paulo,SP,2024-01-01,Ativo
506,Cliente 506,cliente506@email.com,(11) 90506-1211,São Paulo,SP,2024-03-03,Ativo
507,Cliente 507,cliente507@email.com,(11) 90507-9886,São Paulo,SP,2024-08-22,Ativo
508,Cliente 508,cliente508@email.com,(11) 90508-9415,São Paulo,SP,2024-08-17,Ativo
509,Cliente 509,cliente509@email.com,(11) 90509-6198,São Paulo,SP,2024-03-26,Ativo
510,Cliente 510,cliente510@email.com,(11) 90510-2765,São Paulo,SP,2024-10-06,Ativo
511,Cliente 511,cliente511@email.com,(11) 90511-5338,São Paulo,SP,2024-08-27,Ativo
512,Cliente 512,cliente512@email.com,(11) 90512-1021,São Paulo,SP,2024-09-24,Ativo
513,Cliente 513,cliente513@email.com,(11) 90513-3249,São Paulo,SP,2024-04-05,Ativo
514,Cliente 514,cliente514@email.com,(11) 90514-7752,São Paulo,SP,2024-10-21,Ativo
515,Cliente 515,cliente515@email.com,(11) 90515-5453,São Paulo,SP,2024-08-24,Ativo
516,Cliente 516,cliente516@email.com,(11) 90516-4812,São Paulo,SP,2024-11-11,Ativo
517,Cliente 517,cliente517@email.com,(11) 90517-5457,São Paulo,SP,2024-02-07,Ativo
518,Cliente 518,cliente518@email.com,(11) 90518-3172,São Paulo,SP,2024-09-12,Ativo
519,Cliente 519,cliente519@email.com,(11) 90519-4570,São Paulo,SP,2024-04-06,Ativo
520,Cliente 520,cliente520@email.com,(11) 90520-7461,São Paulo,SP,2024-02-14,Ativo
521,Cliente 521,cliente521@email.com,(11) 90521-6117,São Paulo,SP,2024-04-11,Ativo
522,Cliente 522,cliente522@email.com,(11) 90522-9860,São Paulo,SP,2024-11-25,Ativo
523,Cliente 523,cliente523@email.com,(11) 90523-1862,São Paulo,SP,2024-04-23,Ativo
524,Cliente 524,cliente524@email.com,(11) 90524-6004,São Paulo,SP,2024-07-08,Ativo
525,Cliente 525,cliente525@email.com,(11) 90525-2574,São Paulo,SP,2024-09-01,Ativo
526,Cliente 526,cliente526@email.com,(11) 90526-3930,São Paulo,SP,2024-04-07,Ativo
527,Cliente 527,cliente527@email.com,(11) 90527-8893,São Paulo,SP,2024-01-13,Ativo
528,Cliente 528,cliente528@email.com,(11) 90528-3462,São Paulo,SP,2024-04-03,Ativo
529,Cliente 529,cliente529@email.com,(11) 90529-9813,São Paulo,SP,2024-06-23,Ativo
530,Cliente 530,cliente530@email.com,(11) 90530-6621,São Paulo,SP,2024-08-04,Ativo
531,Cliente 531,cliente531@email.com,(11) 90531-2556,São Paulo,SP,2024-06-19,Ativo
532,Cliente 532,cliente532@email.com,(11) 90532-5411,São Paulo,SP,2024-06-20,Ativo
533,Cliente 533,cliente533@email.com,(11) 90533-2704,São Paulo,SP,2024-01-20,Ativo
534,Cliente 534,cliente534@email.com,(11) 90534-3636,São Paulo,SP,2024-02-02,Ativo
535,Cliente 535,cliente535@email.com,(11) 90535-5398,São Paulo,SP,2024-02-18,Ativo
536,Cliente 536,cliente536@email.com,(11) 90536-3798,São Paulo,SP,2024-10-25,Ativo
537,Cliente 537,cliente537@email.com,(11) 90537-4645,São Paulo,SP,2024-10-24,Ativo
538,Cliente 538,cliente538@email.com,(11) 90538-2078,São Paulo,SP,2024-09-14,Ativo
539,Cliente 539,cliente539@email.com,(11) 90539-8795,São Paulo,SP,2024-11-14,Ativo
